id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,adulteracion_confirmada,observacion
DOC000141,SIN00036,denuncia,True,True,2026-02-03,False,False,
DOC000142,SIN00036,factura_taller,True,True,2026-02-03,False,False,
DOC000143,SIN00036,fotos,True,True,2026-02-03,False,False,
DOC000144,SIN00036,informe_perito,True,True,2026-02-03,False,False,
DOC000145,SIN00037,denuncia,True,True,2025-04-26,False,False,
DOC000146,SIN00037,factura_taller,True,True,2025-04-26,False,False,
DOC000147,SIN00037,fotos,True,True,2025-04-26,False,False,
DOC000148,SIN00037,informe_perito,True,True,2025-04-26,False,False,
DOC000149,SIN00038,denuncia,True,True,2025-01-17,False,False,
DOC000150,SIN00038,factura_taller,True,True,2025-01-17,False,False,
DOC000151,SIN00038,fotos,True,True,2025-01-17,False,False,
DOC000152,SIN00038,informe_perito,True,True,2025-01-17,False,False,
DOC000153,SIN00039,denuncia,True,True,2026-01-29,False,False,
DOC000154,SIN00039,factura_taller,True,True,2026-01-29,False,False,
DOC000155,SIN00039,fotos,False,True,2026-01-29,False,False,
DOC000156,SIN00039,informe_perito,True,True,2026-01-29,False,False,
DOC000157,SIN00040,denuncia,True,True,2025-09-27,False,False,
DOC000158,SIN00040,factura_taller,True,True,2025-09-27,False,False,
DOC000159,SIN00040,fotos,True,True,2025-09-27,False,False,
DOC000160,SIN00040,informe_perito,True,True,2025-09-27,False,False,
DOC000161,SIN00041,denuncia,True,True,2025-10-14,False,False,
DOC000162,SIN00041,factura_taller,True,False,2025-10-14,False,False,
DOC000163,SIN00041,fotos,True,True,2025-10-14,False,False,
DOC000164,SIN00041,informe_perito,True,True,2025-10-14,False,False,
DOC000165,SIN00042,denuncia,True,True,2024-04-24,False,False,
DOC000166,SIN00042,factura_taller,True,True,2024-04-24,False,False,
DOC000167,SIN00042,fotos,True,True,2024-04-24,False,False,
DOC000168,SIN00042,informe_perito,True,True,2024-04-24,False,False,
DOC000169,SIN00043,denuncia,True,True,2025-08-24,False,False,
DOC000170,SIN00043,factura_taller,True,True,2025-08-24,False,False,
DOC000171,SIN00043,fotos,True,True,2025-08-24,False,False,
DOC000172,SIN00043,informe_perito,True,True,2025-08-24,False,False,
DOC000173,SIN00044,denuncia,True,True,2024-03-02,False,False,
DOC000174,SIN00044,factura_taller,True,True,2024-03-02,False,False,
DOC000175,SIN00044,fotos,False,True,2024-03-02,False,False,
DOC000176,SIN00044,informe_perito,True,True,2024-03-02,False,False,
DOC000177,SIN00045,denuncia,True,True,2024-09-22,False,False,
DOC000178,SIN00045,factura_taller,True,True,2024-09-22,False,False,
DOC000179,SIN00045,fotos,True,True,2024-09-22,False,False,
DOC000180,SIN00045,informe_perito,True,True,2024-09-22,False,False,
DOC000181,SIN00046,denuncia,True,True,2025-11-11,False,False,
DOC000182,SIN00046,factura_taller,True,True,2025-11-11,False,False,
DOC000183,SIN00046,fotos,True,True,2025-11-11,False,False,
DOC000184,SIN00046,informe_perito,True,True,2025-11-11,False,False,
DOC000185,SIN00047,denuncia,True,True,2025-01-24,False,False,
DOC000186,SIN00047,factura_taller,True,True,2025-01-24,False,False,
DOC000187,SIN00047,fotos,True,True,2025-01-24,False,False,
DOC000188,SIN00047,informe_perito,True,True,2025-01-24,False,False,
DOC000189,SIN00048,denuncia,True,True,2025-03-16,False,False,
DOC000190,SIN00048,factura_taller,True,True,2025-03-16,False,False,
DOC000191,SIN00048,fotos,True,True,2025-03-16,False,False,
DOC000192,SIN00048,informe_perito,True,True,2025-03-16,False,False,
DOC000193,SIN00049,denuncia,True,True,2025-10-28,False,False,
DOC000194,SIN00049,factura_taller,True,True,2025-10-28,False,False,
DOC000195,SIN00049,fotos,True,True,2025-10-28,False,False,
DOC000196,SIN00049,informe_perito,True,True,2025-10-28,False,False,
DOC000197,SIN00050,denuncia,True,True,2024-11-10,False,False,
DOC000198,SIN00050,factura_taller,True,True,2024-11-10,False,False,
DOC000199,SIN00050,fotos,True,True,2024-11-10,False,False,
DOC000200,SIN00050,informe_perito,True,True,2024-11-10,False,False,
DOC000201,SIN00051,denuncia,True,True,2025-11-14,False,False,
DOC000202,SIN00051,factura_taller,True,True,2025-11-14,False,False,
DOC000203,SIN00051,fotos,True,True,2025-11-14,False,False,
DOC000204,SIN00051,informe_perito,True,True,2025-11-14,False,False,
DOC000205,SIN00052,denuncia,True,True,2025-02-14,False,False,
DOC000206,SIN00052,factura_taller,True,True,2025-02-14,False,False,
DOC000207,SIN00052,fotos,True,True,2025-02-14,False,False,
DOC000208,SIN00052,informe_perito,False,True,2025-02-14,False,False,
DOC000209,SIN00053,denuncia,True,True,2024-10-27,False,False,
DOC000210,SIN00053,factura_taller,True,True,2024-10-27,False,False,
DOC000211,SIN00053,fotos,True,True,2024-10-27,False,False,
DOC000212,SIN00053,informe_perito,True,True,2024-10-27,False,False,
DOC000213,SIN00054,denuncia,True,True,2025-10-09,False,False,
DOC000214,SIN00054,factura_taller,True,True,2025-10-09,False,False,
DOC000215,SIN00054,fotos,True,True,2025-10-09,False,False,
DOC000216,SIN00054,informe_perito,True,True,2025-10-09,False,False,
DOC000217,SIN00055,denuncia,True,True,2025-08-21,False,False,
DOC000218,SIN00055,factura_taller,True,True,2025-08-21,False,False,
DOC000219,SIN00055,fotos,True,True,2025-08-21,False,False,
DOC000220,SIN00055,informe_perito,True,True,2025-08-21,False,False,
DOC000221,SIN00056,denuncia,True,True,2025-03-03,False,False,
DOC000222,SIN00056,factura_taller,False,True,2025-03-03,True,False,
DOC000223,SIN00056,fotos,True,True,2025-03-03,False,False,
DOC000224,SIN00056,informe_perito,True,True,2025-03-03,False,False,
DOC000225,SIN00057,denuncia,True,True,2026-02-08,False,False,
DOC000226,SIN00057,factura_taller,True,True,2026-02-08,False,False,
DOC000227,SIN00057,fotos,True,True,2026-02-08,False,False,
DOC000228,SIN00057,informe_perito,True,True,2026-02-08,False,False,
DOC000229,SIN00058,denuncia,True,True,2024-12-26,False,False,
DOC000230,SIN00058,factura_taller,True,True,2024-12-26,True,False,
DOC000231,SIN00058,fotos,True,True,2024-12-26,False,False,
DOC000232,SIN00058,informe_perito,True,True,2024-12-26,False,False,
DOC000233,SIN00059,denuncia,True,True,2024-07-24,False,False,
DOC000234,SIN00059,factura_taller,True,True,2024-07-24,False,False,
DOC000235,SIN00059,fotos,False,True,2024-07-24,False,False,
DOC000236,SIN00059,informe_perito,True,True,2024-07-24,False,False,
DOC000237,SIN00060,denuncia,True,True,2025-01-09,False,False,
DOC000238,SIN00060,factura_taller,True,True,2025-01-09,False,False,
DOC000239,SIN00060,fotos,True,True,2025-01-09,False,False,
DOC000240,SIN00060,informe_perito,True,True,2025-01-09,False,False,
DOC000241,SIN00061,denuncia,True,True,2025-06-11,False,False,
DOC000242,SIN00061,factura_taller,True,True,2025-06-11,False,False,
DOC000243,SIN00061,fotos,True,True,2025-06-11,False,False,
DOC000244,SIN00061,informe_perito,True,True,2025-06-11,False,False,
DOC000245,SIN00062,denuncia,True,True,2024-12-08,False,False,
DOC000246,SIN00062,factura_taller,True,True,2024-12-08,True,False,
DOC000247,SIN00062,fotos,True,False,2024-12-08,False,False,
DOC000248,SIN00062,informe_perito,True,True,2024-12-08,True,False,
DOC000249,SIN00063,denuncia,True,True,2025-03-09,False,False,
DOC000250,SIN00063,factura_taller,True,True,2025-03-09,False,False,
DOC000251,SIN00063,fotos,True,True,2025-03-09,False,False,
DOC000252,SIN00063,informe_perito,True,True,2025-03-09,False,False,
DOC000253,SIN00064,denuncia,True,True,2024-09-03,False,False,
DOC000254,SIN00064,factura_taller,True,True,2024-09-03,False,False,
DOC000255,SIN00064,fotos,True,True,2024-09-03,False,False,
DOC000256,SIN00064,informe_perito,True,True,2024-09-03,False,False,
DOC000257,SIN00065,denuncia,True,True,2025-08-20,False,False,
DOC000258,SIN00065,factura_taller,True,True,2025-08-20,True,False,
DOC000259,SIN00065,fotos,True,True,2025-08-20,False,False,
DOC000260,SIN00065,informe_perito,True,True,2025-08-20,True,False,
DOC000261,SIN00066,denuncia,True,True,2024-09-24,False,False,
DOC000262,SIN00066,factura_taller,True,True,2024-09-24,False,False,
DOC000263,SIN00066,fotos,True,True,2024-09-24,False,False,
DOC000264,SIN00066,informe_perito,True,True,2024-09-24,False,False,
DOC000265,SIN00067,denuncia,False,True,2024-10-15,False,False,
DOC000266,SIN00067,factura_taller,True,True,2024-10-15,False,False,
DOC000267,SIN00067,fotos,True,True,2024-10-15,False,False,
DOC000268,SIN00067,informe_perito,True,True,2024-10-15,True,False,
DOC000269,SIN00068,denuncia,True,True,2025-08-28,True,False,
DOC000270,SIN00068,factura_taller,True,True,2025-08-28,False,False,
DOC000271,SIN00068,fotos,True,True,2025-08-28,False,False,
DOC000272,SIN00068,informe_perito,True,True,2025-08-28,False,False,
DOC000273,SIN00069,denuncia,True,True,2025-01-31,False,False,
DOC000274,SIN00069,factura_taller,True,True,2025-01-31,False,False,
DOC000275,SIN00069,fotos,True,False,2025-01-31,False,False,
DOC000276,SIN00069,informe_perito,True,True,2025-01-31,False,False,
DOC000277,SIN00070,denuncia,True,True,2025-04-19,False,False,
DOC000278,SIN00070,factura_taller,True,True,2025-04-19,False,False,
DOC000279,SIN00070,fotos,True,True,2025-04-19,False,False,
DOC000280,SIN00070,informe_perito,True,True,2025-04-19,False,False,
DOC000281,SIN00071,denuncia,True,True,2025-01-06,False,False,
DOC000282,SIN00071,factura_taller,True,True,2025-01-06,False,False,
DOC000283,SIN00071,fotos,True,True,2025-01-06,False,False,
DOC000284,SIN00071,informe_perito,True,True,2025-01-06,False,False,
DOC000285,SIN00072,denuncia,True,True,2024-08-04,False,False,
DOC000286,SIN00072,factura_taller,True,True,2024-08-04,False,False,
DOC000287,SIN00072,fotos,True,True,2024-08-04,False,False,
DOC000288,SIN00072,informe_perito,True,True,2024-08-04,False,False,
DOC000289,SIN00073,denuncia,True,True,2024-06-25,False,False,
DOC000290,SIN00073,factura_taller,True,True,2024-06-25,False,False,
DOC000291,SIN00073,fotos,True,True,2024-06-25,False,False,
DOC000292,SIN00073,informe_perito,True,True,2024-06-25,False,False,
DOC000293,SIN00074,denuncia,True,False,2025-11-17,False,False,
DOC000294,SIN00074,factura_taller,True,True,2025-11-17,False,False,
DOC000295,SIN00074,fotos,True,True,2025-11-17,False,False,
DOC000296,SIN00074,informe_perito,True,True,2025-11-17,False,False,
DOC000297,SIN00075,denuncia,True,True,2025-03-05,False,False,
DOC000298,SIN00075,factura_taller,True,True,2025-03-05,False,False,
DOC000299,SIN00075,fotos,True,True,2025-03-05,False,False,
DOC000300,SIN00075,informe_perito,True,True,2025-03-05,False,False,
DOC000301,SIN00076,denuncia,True,True,2025-06-10,False,False,
DOC000302,SIN00076,factura_taller,True,True,2025-06-10,False,False,
DOC000303,SIN00076,fotos,True,True,2025-06-10,False,False,
DOC000304,SIN00076,informe_perito,True,True,2025-06-10,False,False,
DOC000305,SIN00077,denuncia,True,True,2025-12-19,False,False,
DOC000306,SIN00077,factura_taller,True,True,2025-12-19,False,False,
DOC000307,SIN00077,fotos,False,True,2025-12-19,False,False,
DOC000308,SIN00077,informe_perito,True,True,2025-12-19,False,False,
DOC000309,SIN00078,denuncia,True,True,2025-04-10,False,False,
DOC000310,SIN00078,factura_taller,True,True,2025-04-10,False,False,
DOC000311,SIN00078,fotos,True,True,2025-04-10,False,False,
DOC000312,SIN00078,informe_perito,True,True,2025-04-10,False,False,
DOC000313,SIN00079,denuncia,True,True,2024-03-09,False,False,
DOC000314,SIN00079,factura_taller,True,True,2024-03-09,False,False,
DOC000315,SIN00079,fotos,True,True,2024-03-09,False,False,
DOC000316,SIN00079,informe_perito,True,True,2024-03-09,False,False,
DOC000317,SIN00080,denuncia,True,True,2024-10-21,False,False,
DOC000318,SIN00080,factura_taller,True,True,2024-10-21,False,False,
DOC000319,SIN00080,fotos,True,True,2024-10-21,False,False,
DOC000320,SIN00080,informe_perito,True,True,2024-10-21,False,False,
DOC000321,SIN00081,denuncia,True,True,2026-08-03,False,False,
DOC000322,SIN00081,factura_taller,True,True,2026-08-03,False,False,
DOC000323,SIN00081,fotos,True,True,2026-08-03,False,False,
DOC000324,SIN00081,informe_perito,True,True,2026-08-03,False,False,
DOC000325,SIN00082,denuncia,True,True,2026-01-19,False,False,
DOC000326,SIN00082,factura_taller,True,True,2026-01-19,False,False,
DOC000327,SIN00082,fotos,True,True,2026-01-19,False,False,
DOC000328,SIN00082,informe_perito,True,True,2026-01-19,False,False,
DOC000329,SIN00083,denuncia,True,True,2024-03-29,False,False,
DOC000330,SIN00083,factura_taller,True,True,2024-03-29,False,False,
DOC000331,SIN00083,fotos,True,True,2024-03-29,False,False,
DOC000332,SIN00083,informe_perito,True,True,2024-03-29,False,False,
DOC000333,SIN00084,denuncia,True,True,2025-01-25,False,False,
DOC000334,SIN00084,factura_taller,True,True,2025-01-25,False,False,
DOC000335,SIN00084,fotos,True,True,2025-01-25,False,False,
DOC000336,SIN00084,informe_perito,True,True,2025-01-25,False,False,
DOC000337,SIN00085,denuncia,True,True,2024-09-04,False,False,
DOC000338,SIN00085,factura_taller,True,True,2024-09-04,False,False,
DOC000339,SIN00085,fotos,True,True,2024-09-04,False,False,
DOC000340,SIN00085,informe_perito,True,True,2024-09-04,False,False,
DOC000341,SIN00086,denuncia,True,True,2025-12-14,False,False,
DOC000342,SIN00086,factura_taller,True,True,2025-12-14,False,False,
DOC000343,SIN00086,fotos,True,True,2025-12-14,False,False,
DOC000344,SIN00086,informe_perito,True,True,2025-12-14,False,False,
DOC000345,SIN00087,denuncia,True,True,2025-03-31,False,False,
DOC000346,SIN00087,factura_taller,True,True,2025-03-31,False,False,
DOC000347,SIN00087,fotos,True,True,2025-03-31,False,False,
DOC000348,SIN00087,informe_perito,True,True,2025-03-31,False,False,
DOC000349,SIN00088,denuncia,True,True,2026-01-25,False,False,
DOC000350,SIN00088,factura_taller,True,True,2026-01-25,False,False,
DOC000351,SIN00088,fotos,True,True,2026-01-25,False,False,
DOC000352,SIN00088,informe_perito,False,False,2026-01-25,False,False,
DOC000353,SIN00089,denuncia,True,True,2024-11-17,False,False,
DOC000354,SIN00089,factura_taller,True,True,2024-11-17,False,False,
DOC000355,SIN00089,fotos,True,True,2024-11-17,False,False,
DOC000356,SIN00089,informe_perito,True,True,2024-11-17,False,False,
DOC000357,SIN00090,denuncia,True,True,2025-05-01,False,False,
DOC000358,SIN00090,factura_taller,True,True,2025-05-01,False,False,
DOC000359,SIN00090,fotos,True,True,2025-05-01,False,False,
DOC000360,SIN00090,informe_perito,True,True,2025-05-01,False,False,
DOC000361,SIN00091,denuncia,True,True,2024-06-03,False,False,
DOC000362,SIN00091,factura_taller,True,True,2024-06-03,False,False,
DOC000363,SIN00091,fotos,True,True,2024-06-03,False,False,
DOC000364,SIN00091,informe_perito,True,True,2024-06-03,False,False,
DOC000365,SIN00092,denuncia,False,True,2025-06-27,True,False,
DOC000366,SIN00092,factura_taller,True,True,2025-06-27,False,False,
DOC000367,SIN00092,fotos,True,True,2025-06-27,False,False,
DOC000368,SIN00092,informe_perito,True,True,2025-06-27,False,False,
DOC000369,SIN00093,denuncia,True,True,2025-03-26,False,False,
DOC000370,SIN00093,factura_taller,True,True,2025-03-26,False,False,
DOC000371,SIN00093,fotos,True,True,2025-03-26,False,False,
DOC000372,SIN00093,informe_perito,True,True,2025-03-26,False,False,
DOC000373,SIN00094,denuncia,True,True,2026-05-25,False,False,
DOC000374,SIN00094,factura_taller,True,True,2026-05-25,False,False,
DOC000375,SIN00094,fotos,True,True,2026-05-25,False,False,
DOC000376,SIN00094,informe_perito,True,True,2026-05-25,False,False,
DOC000377,SIN00095,denuncia,True,True,2025-12-31,False,False,
DOC000378,SIN00095,factura_taller,True,True,2025-12-31,False,False,
DOC000379,SIN00095,fotos,True,True,2025-12-31,False,False,
DOC000380,SIN00095,informe_perito,True,True,2025-12-31,False,False,
DOC000381,SIN00096,denuncia,True,True,2025-06-25,False,False,
DOC000382,SIN00096,factura_taller,True,True,2025-06-25,False,False,
DOC000383,SIN00096,fotos,True,True,2025-06-25,False,False,
DOC000384,SIN00096,informe_perito,False,True,2025-06-25,False,False,
DOC000385,SIN00097,denuncia,True,True,2026-07-02,False,False,
DOC000386,SIN00097,factura_taller,True,True,2026-07-02,False,False,
DOC000387,SIN00097,fotos,False,True,2026-07-02,False,False,
DOC000388,SIN00097,informe_perito,True,True,2026-07-02,False,False,
DOC000389,SIN00098,denuncia,True,True,2025-11-25,False,False,
DOC000390,SIN00098,factura_taller,True,True,2025-11-25,False,False,
DOC000391,SIN00098,fotos,True,True,2025-11-25,False,False,
DOC000392,SIN00098,informe_perito,True,True,2025-11-25,False,False,
DOC000393,SIN00099,denuncia,True,True,2024-03-29,False,False,
DOC000394,SIN00099,factura_taller,True,True,2024-03-29,False,False,
DOC000395,SIN00099,fotos,True,True,2024-03-29,False,False,
DOC000396,SIN00099,informe_perito,True,True,2024-03-29,False,False,
DOC000397,SIN00100,denuncia,True,True,2024-11-16,False,False,
DOC000398,SIN00100,factura_taller,True,True,2024-11-16,False,False,
DOC000399,SIN00100,fotos,True,True,2024-11-16,False,False,
DOC000400,SIN00100,informe_perito,True,True,2024-11-16,False,False,
DOC000401,SIN00101,denuncia,True,True,2025-10-31,False,False,
DOC000402,SIN00101,factura_taller,True,True,2025-10-31,False,False,
DOC000403,SIN00101,fotos,True,True,2025-10-31,False,False,
DOC000404,SIN00101,informe_perito,True,True,2025-10-31,False,False,
DOC000405,SIN00102,denuncia,True,True,2024-08-12,False,False,
DOC000406,SIN00102,factura_taller,True,True,2024-08-12,False,False,
DOC000407,SIN00102,fotos,True,True,2024-08-12,False,False,
DOC000408,SIN00102,informe_perito,True,True,2024-08-12,False,False,
DOC000409,SIN00103,denuncia,True,True,2025-09-05,True,False,
DOC000410,SIN00103,factura_taller,True,True,2025-09-05,False,False,
DOC000411,SIN00103,fotos,True,True,2025-09-05,False,False,
DOC000412,SIN00103,informe_perito,True,True,2025-09-05,True,False,
DOC000413,SIN00104,denuncia,True,True,2024-11-20,False,False,
DOC000414,SIN00104,factura_taller,True,True,2024-11-20,False,False,
DOC000415,SIN00104,fotos,True,True,2024-11-20,False,False,
DOC000416,SIN00104,informe_perito,True,True,2024-11-20,False,False,
DOC000417,SIN00105,denuncia,True,True,2025-04-16,False,False,
